Supplier Sku,Quantity,Decription,SKU
0557-BLACK-10,2,EMBLSHD SKRT ST,69928640067
0557-BLACK-12,0,EMBLSHD SKRT ST,69928640075
0557-BLACK-14,0,EMBLSHD SKRT ST,69928640083
0557-BLACK-16,0,EMBLSHD SKRT ST,69928640091
0557-BLACK-18,2,EMBLSHD SKRT ST,69928640109
0557-RED-10,2,EMBLSHD SKRT ST,69928640265
0557-RED-12,0,EMBLSHD SKRT ST,69928640273
0557-RED-14,0,EMBLSHD SKRT ST,69928640281
0557-RED-16,0,EMBLSHD SKRT ST,69928640299
0557-RED-18,1,EMBLSHD SKRT ST,69928640307
0557-RED-8,1,EMBLSHD SKRT ST,69928640257
0557W-BLACK-14W,0,EMBLSHD SKRT ST,87602660018
0557W-BLACK-16W,0,EMBLSHD SKRT ST,87602660026
0557W-BLACK-18W,0,EMBLSHD SKRT ST,87602660034
0557W-BLACK-20W,0,EMBLSHD SKRT ST,87602660042
0557W-BLACK-22W,2,EMBLSHD SKRT ST,87602660059
0557W-BLACK-24W,3,EMBLSHD SKRT ST,87602660067
0557W-BLACK-26W,3,EMBLSHD SKRT ST,87602660075
0557-WHITE-10,0,EMBLSHD SKRT ST,69928640463
0557-WHITE-12,0,EMBLSHD SKRT ST,69928640471
0557-WHITE-14,0,EMBLSHD SKRT ST,69928640489
0557-WHITE-16,0,EMBLSHD SKRT ST,69928640497
0557-WHITE-18,0,EMBLSHD SKRT ST,69928640505
0557W-RED-14W,0,EMBLSHD SKRT ST,87602660216
0557W-RED-16W,0,EMBLSHD SKRT ST,87602660224
0557W-RED-18W,2,EMBLSHD SKRT ST,87602660232
0557W-RED-20W,2,EMBLSHD SKRT ST,87602660240
0557W-RED-22W,3,EMBLSHD SKRT ST,87602660257
0557W-RED-24W,3,EMBLSHD SKRT ST,87602660265
0557W-RED-26W,3,EMBLSHD SKRT ST,87602660273
0557W-WHITE-14W,0,EMBLSHD SKRT ST,87602660414
0557W-WHITE-16W,0,EMBLSHD SKRT ST,87602660422
0557W-WHITE-18W,0,EMBLSHD SKRT ST,87602660430
0557W-WHITE-20W,0,EMBLSHD SKRT ST,87602660448
0557W-WHITE-22W,0,EMBLSHD SKRT ST,87602660455
0557W-WHITE-24W,0,EMBLSHD SKRT ST,87602660463
0557W-WHITE-26W,0,EMBLSHD SKRT ST,87602660471
0650-BLACK-10,3,3 PC SKRT SUIT,69928670067
0650-BLACK-12,3,3 PC SKRT SUIT,69928670075
0650-BLACK-14,0,3 PC SKRT SUIT,69928670083
0650-BLACK-16,0,3 PC SKRT SUIT,69928670091
0650-BLACK-18,2,3 PC SKRT SUIT,69928670109
0650-BLACK-8,3,3 PC SKRT SUIT,69928670059
0650-CHOCOLATE-10,2,3 PC SKRT SUIT,69928670265
0650-CHOCOLATE-14,3,3 PC SKRT SUIT,69928670281
0650-CHOCOLATE-16,3,3 PC SKRT SUIT,69928670299
0650-CHOCOLATE-18,3,3 PC SKRT SUIT,69928670307
0650-CHOCOLATE-8,2,3 PC SKRT SUIT,69928670257
0650-ROYAL-10,0,3 PC SKRT SUIT,69928670463
0650-ROYAL-12,0,3 PC SKRT SUIT,69928670471
0650-ROYAL-14,1,3 PC SKRT SUIT,69928670489
0650-ROYAL-16,0,3 PC SKRT SUIT,69928670497
0650-ROYAL-18,0,3 PC SKRT SUIT,69928670505
0650-ROYAL-8,1,3 PC SKRT SUIT,69928670455
0650-SILVER-10,2,3 PC SKRT SUIT,69928670661
0650-SILVER-12,3,3 PC SKRT SUIT,69928670679
0650-SILVER-14,2,3 PC SKRT SUIT,69928670687
0650-SILVER-16,3,3 PC SKRT SUIT,69928670695
0650-SILVER-18,3,3 PC SKRT SUIT,69928670703
0650-SILVER-8,2,3 PC SKRT SUIT,69928670653
0650W-BLACK-14W,2,3 PC SKRT SUIT,87602700018
0650W-BLACK-16W,2,3 PC SKRT SUIT,87602700026
0650W-BLACK-18W,2,3 PC SKRT SUIT,87602700034
0650W-BLACK-20W,1,3 PC SKRT SUIT,87602700042
0650W-BLACK-22W,0,3 PC SKRT SUIT,87602700059
0650W-BLACK-24W,3,3 PC SKRT SUIT,87602700067
0650W-BLACK-26W,3,3 PC SKRT SUIT,87602700075
0650W-BLACK-28W,2,3 PC SKRT SUIT,87602700083
0650W-BLACK-30W,2,3 PC SKRT SUIT,87602700091
0650W-CHOCOLATE-14W,3,3 PC SKRT SUIT,87602700216
0650W-CHOCOLATE-16W,3,3 PC SKRT SUIT,87602700224
0650W-CHOCOLATE-18W,3,3 PC SKRT SUIT,87602700232
0650W-CHOCOLATE-20W,3,3 PC SKRT SUIT,87602700240
0650W-CHOCOLATE-22W,3,3 PC SKRT SUIT,87602700257
0650W-CHOCOLATE-24W,3,3 PC SKRT SUIT,87602700265
0650W-CHOCOLATE-26W,3,3 PC SKRT SUIT,87602700273
0650-WHITE-10,2,3 PC SKRT SUIT,69928670869
0650-WHITE-12,2,3 PC SKRT SUIT,69928670877
0650-WHITE-14,3,3 PC SKRT SUIT,69928670885
0650-WHITE-16,3,3 PC SKRT SUIT,69928670893
0650-WHITE-18,3,3 PC SKRT SUIT,69928670901
0650-WHITE-8,2,3 PC SKRT SUIT,69928670851
0650W-ROYAL-14W,0,3 PC SKRT SUIT,87602700414
0650W-ROYAL-16W,2,3 PC SKRT SUIT,87602700422
0650W-ROYAL-18W,0,3 PC SKRT SUIT,87602700430
0650W-ROYAL-20W,2,3 PC SKRT SUIT,87602700448
0650W-ROYAL-22W,3,3 PC SKRT SUIT,87602700455
0650W-ROYAL-24W,3,3 PC SKRT SUIT,87602700463
0650W-ROYAL-26W,3,3 PC SKRT SUIT,87602700471
0650W-ROYAL-28W,2,3 PC SKRT SUIT,87602700489
0650W-ROYAL-30W,2,3 PC SKRT SUIT,87602700497
0650W-SILVER-14W,2,3 PC SKRT SUIT,87602700612
0650W-SILVER-16W,3,3 PC SKRT SUIT,87602700620
0650W-SILVER-18W,3,3 PC SKRT SUIT,87602700638
0650W-SILVER-20W,3,3 PC SKRT SUIT,87602700646
0650W-SILVER-22W,2,3 PC SKRT SUIT,87602700653
0650W-SILVER-24W,3,3 PC SKRT SUIT,87602700661
0650W-SILVER-26W,3,3 PC SKRT SUIT,87602700679
0650W-WHITE-14W,2,3 PC SKRT SUIT,87602700810
0650W-WHITE-16W,2,3 PC SKRT SUIT,87602700828
0650W-WHITE-18W,2,3 PC SKRT SUIT,87602700836
0650W-WHITE-20W,1,3 PC SKRT SUIT,87602700844
0650W-WHITE-22W,3,3 PC SKRT SUIT,87602700851
0650W-WHITE-24W,3,3 PC SKRT SUIT,87602700869
0650W-WHITE-26W,3,3 PC SKRT SUIT,87602700877
0650W-WHITE-28W,2,3 PC SKRT SUIT,87602700885
0650W-WHITE-30W,2,3 PC SKRT SUIT,87602700893
0654-BLACK-10,1,2 PC SKRT SUIT,69928680067
0654-BLACK-12,2,2 PC SKRT SUIT,69928680075
0654-BLACK-18,0,2 PC SKRT SUIT,69928680109
0654-BLACK-8,2,2 PC SKRT SUIT,69928680059
0654-PURPLE-10,2,2 PC SKRT SUIT,69928680265
0654-PURPLE-12,2,2 PC SKRT SUIT,69928680273
0654-PURPLE-14,2,2 PC SKRT SUIT,69928680281
0654-PURPLE-16,0,2 PC SKRT SUIT,69928680299
0654-PURPLE-18,2,2 PC SKRT SUIT,69928680307
0654-PURPLE-8,1,2 PC SKRT SUIT,69928680257
0654-RED-10,3,2 PC SKRT SUIT,69928680463
0654-RED-12,1,2 PC SKRT SUIT,69928680471
0654-RED-14,0,2 PC SKRT SUIT,69928680489
0654-RED-16,2,2 PC SKRT SUIT,69928680497
0654-RED-18,3,2 PC SKRT SUIT,69928680505
0654-ROYAL-10,0,2 PC SKRT SUIT,69928680869
0654-ROYAL-12,0,2 PC SKRT SUIT,69928680877
